title,artist,link
Inverleith,Janice McNab,https://collections.ed.ac.uk/art/record/22526?highlight=*:*
Landscape (1948),V Janikowski,https://collections.ed.ac.uk/art/record/21422?highlight=*:*
Untitled (1946),Vivian Chapman,https://collections.ed.ac.uk/art/record/21735?highlight=*:*
The Jungle (1990),John Brown,https://collections.ed.ac.uk/art/record/99469?highlight=*:*
Untitled - 1/2 hr Life Drawing of Man in a Blue Costume (1963),Isobel T Johnstone,https://collections.ed.ac.uk/art/record/99248?highlight=*:*
Lit Doorway,C. K.?,https://collections.ed.ac.uk/art/record/22541?highlight=*:*
Sampler on course slub material,Unknown,https://collections.ed.ac.uk/art/record/102665?highlight=*:*
Urban Scene,Paul J Donaldson,https://collections.ed.ac.uk/art/record/21446?highlight=*:*
"Metope 10, south entablature, Parthenon (1837)",NA,https://collections.ed.ac.uk/art/record/20649?highlight=*:*
Unknown (1968),Gillian Mather,https://collections.ed.ac.uk/art/record/53589?highlight=*:*
Sketches of Five Heads (1959),Denness Morton,https://collections.ed.ac.uk/art/record/20886?highlight=*:*
Untitled - Sitting Nude Woman (1968),Alastair Burns,https://collections.ed.ac.uk/art/record/99475?highlight=*:*
Untitled (1963),Carol Handyside,https://collections.ed.ac.uk/art/record/99842?highlight=*:*
Anti-Matter (2013),Marissa Stoffer,https://collections.ed.ac.uk/art/record/47441?highlight=*:*
Unknown,J Hamilton Glass,https://collections.ed.ac.uk/art/record/50459?highlight=*:*
Unknown,Gordon Anderson,https://collections.ed.ac.uk/art/record/50411?highlight=*:*
Unknown (1978),W Rennie,https://collections.ed.ac.uk/art/record/50427?highlight=*:*
Unknown (1960),Hugh Deans,https://collections.ed.ac.uk/art/record/53577?highlight=*:*
Untitled - Kings and Queens (1969),Michael T R B Turnbull,https://collections.ed.ac.uk/art/record/99446?highlight=*:*
Portrait of a Woman (Feb 1952),Martin G C McKeown,https://collections.ed.ac.uk/art/record/21414?highlight=*:*
Unknown (1955),Alejandro B. Brasó,https://collections.ed.ac.uk/art/record/50603?highlight=*:*
Untitled,McArthur,https://collections.ed.ac.uk/art/record/111043?highlight=*:*
Portrait of Man in Red Jacket (1968),Michael Docherty,https://collections.ed.ac.uk/art/record/21178?highlight=*:*
Untitled (Unknown),Susie Wilson,https://collections.ed.ac.uk/art/record/21796?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/99922?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21566?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21586?highlight=*:*
Portrait of a Woman (1950),Alexander F Mitchell,https://collections.ed.ac.uk/art/record/21055?highlight=*:*
Woven fragments (waistcoat),Unknown,https://collections.ed.ac.uk/art/record/102702?highlight=*:*
Step 3 (2013),Maria Hadam,https://collections.ed.ac.uk/art/record/21308?highlight=*:*
Unknown (1949),Douglas Baxter,https://collections.ed.ac.uk/art/record/50577?highlight=*:*
Reclining Male Nude (1959),Jean I. Beattie,https://collections.ed.ac.uk/art/record/20923?highlight=*:*
Untitled (Dec 1970),Kathryn M. Buchan,https://collections.ed.ac.uk/art/record/21869?highlight=*:*
Portrait of a Woman (1948),Thomas Kim Redpath,https://collections.ed.ac.uk/art/record/20800?highlight=*:*
Untitled (1965),Laura McPherson,https://collections.ed.ac.uk/art/record/22482?highlight=*:*
Man in Blue Waistcoat,Henry Rodgers,https://collections.ed.ac.uk/art/record/21461?highlight=*:*
Teapot Lid,Emma Gillies,https://collections.ed.ac.uk/art/record/53745?highlight=*:*
The Judgement of Paris (1959),Kenneth Dingwall,https://collections.ed.ac.uk/art/record/22713?highlight=*:*
Suit of Armour (Circa 1964),Kirkland Main,https://collections.ed.ac.uk/art/record/21170?highlight=*:*
Finial (2018),Jack Handscombe,https://collections.ed.ac.uk/art/record/102754?highlight=*:*
Seated Female Nude (1966-1967),George Donald,https://collections.ed.ac.uk/art/record/21094?highlight=*:*
Untitled (2014),Layla Kerley,https://collections.ed.ac.uk/art/record/47454?highlight=*:*
Unknown (1960),Dorothea Brown,https://collections.ed.ac.uk/art/record/50601?highlight=*:*
Unknown (1947-1948),William D Clyne,https://collections.ed.ac.uk/art/record/50635?highlight=*:*
Portrait of a Man (1983-1988),Renny Tait,https://collections.ed.ac.uk/art/record/21472?highlight=*:*
Untitled (1969),Richard Easson,https://collections.ed.ac.uk/art/record/22493?highlight=*:*
Portrait of a Woman (1950),Zygmunt Bukowski,https://collections.ed.ac.uk/art/record/21368?highlight=*:*
Untitled (1997),Sena K.,https://collections.ed.ac.uk/art/record/21923?highlight=*:*
Unknown,Douglas Baxter,https://collections.ed.ac.uk/art/record/50400?highlight=*:*
John Mooney Paintings (1984),John Mooney,https://collections.ed.ac.uk/art/record/21846?highlight=*:*
Coffee Pot Lid,Emma Gillies,https://collections.ed.ac.uk/art/record/53692?highlight=*:*
Still Life - Tomatoes (1960),Thora Clyne,https://collections.ed.ac.uk/art/record/22719?highlight=*:*
Untitled (1962),Underwood,https://collections.ed.ac.uk/art/record/22502?highlight=*:*
Oscillation Three (2015),Mark Osborne,https://collections.ed.ac.uk/art/record/53776?highlight=*:*
Standing Male Nude (Circa 1938),M E James,https://collections.ed.ac.uk/art/record/21028?highlight=*:*
Abstract Composition in Grey with Circle (1989),Linda A. Henniker,https://collections.ed.ac.uk/art/record/22709?highlight=*:*
Unknown (1946),Alan Lefley,https://collections.ed.ac.uk/art/record/50487?highlight=*:*
Food Print (2006),Tomoko Kawanaka,https://collections.ed.ac.uk/art/record/99862?highlight=*:*
Plate (1924),Emma Gillies,https://collections.ed.ac.uk/art/record/53727?highlight=*:*
Untitled,Unknown,https://collections.ed.ac.uk/art/record/102678?highlight=*:*
Untitled (1969),James Fleming,https://collections.ed.ac.uk/art/record/22490?highlight=*:*
Saucer,Emma Gillies,https://collections.ed.ac.uk/art/record/53624?highlight=*:*
Traviata (Unknown),Boris Bućan,https://collections.ed.ac.uk/art/record/22470?highlight=*:*
Self Portrait,Lesley M. Johns,https://collections.ed.ac.uk/art/record/22731?highlight=*:*
Unknown (1947),Mabel D. Lawford,https://collections.ed.ac.uk/art/record/50533?highlight=*:*
Unknown (1973),David Hogg,https://collections.ed.ac.uk/art/record/53601?highlight=*:*
Nikola Subić Zrinjski (1983),Boris Bućan,https://collections.ed.ac.uk/art/record/22033?highlight=*:*
Unknown (1947),Anne Anderson,https://collections.ed.ac.uk/art/record/50529?highlight=*:*
Unknown (1965-1966),George Donald,https://collections.ed.ac.uk/art/record/50376?highlight=*:*
Mexican needleweaving.birds and hearts (1951),Unknown,https://collections.ed.ac.uk/art/record/102693?highlight=*:*
Woman in Floral Dress (Circa 1955),Eric Ritchie,https://collections.ed.ac.uk/art/record/21395?highlight=*:*
Tuscan Landscape (1956),Elizabeth Blackadder,https://collections.ed.ac.uk/art/record/99213?highlight=*:*
Landscape near Florence (DEC 1955),John P Busby,https://collections.ed.ac.uk/art/record/21383?highlight=*:*
Untitled (2002),Elizabeth Shepherd,https://collections.ed.ac.uk/art/record/99947?highlight=*:*
The Children's Hour (1974-1976),"Eduardo Luigi Paolozzi KBE, RA",https://collections.ed.ac.uk/art/record/21699?highlight=*:*
Unknown (1950),William James Laidlaw Baillie,https://collections.ed.ac.uk/art/record/50628?highlight=*:*
Untitled (2002),Lisa Flett,https://collections.ed.ac.uk/art/record/99935?highlight=*:*
Still Life with Fish (1961),Jean M. A. Conacher,https://collections.ed.ac.uk/art/record/22723?highlight=*:*
Untitled,Mary McKay,https://collections.ed.ac.uk/art/record/112445?highlight=*:*
Still Life with Teapot (1952),Mollie E N Langlands,https://collections.ed.ac.uk/art/record/22662?highlight=*:*
Unknown (1956),Alan M. Alexander,https://collections.ed.ac.uk/art/record/50594?highlight=*:*
Sky with Floating Kites (Circa 1968),Charles Ian Patterson,https://collections.ed.ac.uk/art/record/22588?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21856?highlight=*:*
Untitled,Colin Vernall,https://collections.ed.ac.uk/art/record/22631?highlight=*:*
Vase,Emma Gillies,https://collections.ed.ac.uk/art/record/53738?highlight=*:*
Man and Cauldron (1950),Alfred Hackney,https://collections.ed.ac.uk/art/record/21029?highlight=*:*
Aeschylus and Socrates (1975),"Eduardo Luigi Paolozzi KBE, RA",https://collections.ed.ac.uk/art/record/21700?highlight=*:*
Portrait of a Man (1966),James Fairgrieve,https://collections.ed.ac.uk/art/record/21398?highlight=*:*
Untitled (1997),Peter Marshall,https://collections.ed.ac.uk/art/record/21889?highlight=*:*
Rural Landscape (1959),Jacqueline A N Stieger,https://collections.ed.ac.uk/art/record/20821?highlight=*:*
Untitled (1962),Robert S. Crozier,https://collections.ed.ac.uk/art/record/112312?highlight=*:*
"Corbel from Trinity College Church, Edinburgh",Unknown,https://collections.ed.ac.uk/art/record/20557?highlight=*:*
Angel playing a pipe,Unknown,https://collections.ed.ac.uk/art/record/20609?highlight=*:*
Abstract Composition in White with Circle (1989),Linda A. Henniker,https://collections.ed.ac.uk/art/record/22514?highlight=*:*
Untitled (1966),Alistair T Hamilton,https://collections.ed.ac.uk/art/record/99843?highlight=*:*
Untitled (1976),Ruth Stiven,https://collections.ed.ac.uk/art/record/99492?highlight=*:*
Unknown (1943),W C G Thomson,https://collections.ed.ac.uk/art/record/50451?highlight=*:*
Landscape (1953),Iain West,https://collections.ed.ac.uk/art/record/20851?highlight=*:*
"Couplings, Paper bags (2017)",Tessa Lynch,https://collections.ed.ac.uk/art/record/102737?highlight=*:*
November III (St Andrews) (1991),Wilhelmina Barns-Graham CBE HRSA HRSW,https://collections.ed.ac.uk/art/record/54749?highlight=*:*
Winter Fence (1977),Alfons Bytautas,https://collections.ed.ac.uk/art/record/21549?highlight=*:*
untitled (1984),David Hosie,https://collections.ed.ac.uk/art/record/112340?highlight=*:*
Sleeping Female Nude (1950),Alexander F Mitchell,https://collections.ed.ac.uk/art/record/21057?highlight=*:*
For Mayte Carrasco (Unknown),Elspeth Lamb,https://collections.ed.ac.uk/art/record/21887?highlight=*:*
Portrait of Seated Woman (25 Jan 1966),George Donald,https://collections.ed.ac.uk/art/record/21175?highlight=*:*
Standing Male Nude (1952),David Michie,https://collections.ed.ac.uk/art/record/21387?highlight=*:*
Head of Lorenzo de' Medici (Circa 1836),Aristodemo Costoli,https://collections.ed.ac.uk/art/record/20541?highlight=*:*
Queen Anne chair cover (1700-1750),Unknown,https://collections.ed.ac.uk/art/record/102711?highlight=*:*
Riders from South Frieze of the Parthenon (1836-1837),NA,https://collections.ed.ac.uk/art/record/20718?highlight=*:*
Pattern darned sample,Unknown,https://collections.ed.ac.uk/art/record/102690?highlight=*:*
Untitled (1969),Richard Easson,https://collections.ed.ac.uk/art/record/99829?highlight=*:*
Nude in Veil,Anna Millar,https://collections.ed.ac.uk/art/record/22637?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21917?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/99921?highlight=*:*
Step 4 (2013),Maria Hadam,https://collections.ed.ac.uk/art/record/21309?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21816?highlight=*:*
Untitled,Dr Ainslie Yule,https://collections.ed.ac.uk/art/record/99532?highlight=*:*
Unknown (1949),Shand C. Hutchison,https://collections.ed.ac.uk/art/record/50530?highlight=*:*
Rough study of female seated figure with head tilted back (1960),Jean Cochrane,https://collections.ed.ac.uk/art/record/53521?highlight=*:*
Untitled,Peter Pretsell,https://collections.ed.ac.uk/art/record/99795?highlight=*:*
Unknown,Valerie Samuel,https://collections.ed.ac.uk/art/record/53535?highlight=*:*
Portrait of a Woman,Samuel John Peploe,https://collections.ed.ac.uk/art/record/53886?highlight=*:*
Standing Female Nude (1952),Douglas Kerr,https://collections.ed.ac.uk/art/record/21224?highlight=*:*
Book holder,Winsome Douglass,https://collections.ed.ac.uk/art/record/113838?highlight=*:*
Untitled (2006),Greggory Bradford,https://collections.ed.ac.uk/art/record/99877?highlight=*:*
Untitled (1983),Robert Rivers,https://collections.ed.ac.uk/art/record/99802?highlight=*:*
Thurs 2nd Sept '82 Along from Rialto (02 Sep 1982),Moira A Edmondston,https://collections.ed.ac.uk/art/record/99431?highlight=*:*
Portrait of a Woman (Carole Danielson) (1964),Kirkland Main,https://collections.ed.ac.uk/art/record/21168?highlight=*:*
Portrait of a Man,A Sinclair,https://collections.ed.ac.uk/art/record/21483?highlight=*:*
Untitled (1993),Esther Donaldson,https://collections.ed.ac.uk/art/record/21625?highlight=*:*
Unknown (Circa 1890),Unknown,https://collections.ed.ac.uk/art/record/50464?highlight=*:*
Four Female Heads (1959),Denness Morton,https://collections.ed.ac.uk/art/record/21078?highlight=*:*
Riders from South Frieze of the Parthenon (1836-1837),NA,https://collections.ed.ac.uk/art/record/20722?highlight=*:*
Portrait of a Young Woman (1960),William Hillary,https://collections.ed.ac.uk/art/record/20984?highlight=*:*
Portrait of a Man (Side View) (1958),Peter Standen,https://collections.ed.ac.uk/art/record/20864?highlight=*:*
Blue and Black Grid,Joan E. Smith,https://collections.ed.ac.uk/art/record/22550?highlight=*:*
Unknown (23 Jan 1964),James Goodall,https://collections.ed.ac.uk/art/record/50481?highlight=*:*
Frieze from the Temple of Athena Nike (far right) (1827),NA,https://collections.ed.ac.uk/art/record/20628?highlight=*:*
Reclining Female Nude (1957),Peter Coyle,https://collections.ed.ac.uk/art/record/20968?highlight=*:*
Standing Male Nude (1952),David Michie,https://collections.ed.ac.uk/art/record/21386?highlight=*:*
Untitled (1989),Joanne Leonie Milne,https://collections.ed.ac.uk/art/record/21896?highlight=*:*
Still Life in White and Grey,David Giblin,https://collections.ed.ac.uk/art/record/21519?highlight=*:*
Portrait of a Woman in a Headdress,Adam Bruce Thomson,https://collections.ed.ac.uk/art/record/20828?highlight=*:*
Privata Care (2016),Natalie Howlett,https://collections.ed.ac.uk/art/record/99237?highlight=*:*
Untitled - Birds Eye View of City (1965),Laura McPherson,https://collections.ed.ac.uk/art/record/99394?highlight=*:*
A CUP OF WINE TOGETHER WILL MAKE US GLAD AND A LITTLE FRIENDSHIP IS NO LITTLE MATTER. (1985),Elaine M. Stenning,https://collections.ed.ac.uk/art/record/99334?highlight=*:*
Untitled - Still Life With Flowers (1961-1962),Gwendolene E Roger,https://collections.ed.ac.uk/art/record/99400?highlight=*:*
Saucer,Emma Gillies,https://collections.ed.ac.uk/art/record/53627?highlight=*:*
Unknown (1950),Alexander Cree,https://collections.ed.ac.uk/art/record/50541?highlight=*:*
Portrait of a Woman (1953),Lilias Stirling,https://collections.ed.ac.uk/art/record/22677?highlight=*:*
Portrait in Green,Claudia Petretti,https://collections.ed.ac.uk/art/record/21438?highlight=*:*
Tombstone 1693 (1989-1990),Aline McLeod,https://collections.ed.ac.uk/art/record/21470?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21555?highlight=*:*
Untitled (1964),Helen Cargill,https://collections.ed.ac.uk/art/record/22484?highlight=*:*
Unknown (1968),Kenneth R Duffy,https://collections.ed.ac.uk/art/record/99515?highlight=*:*
Idolino,Unknown,https://collections.ed.ac.uk/art/record/20576?highlight=*:*
Portrait Study (1950),Thomas Kim Redpath,https://collections.ed.ac.uk/art/record/22703?highlight=*:*
Self Portrait (1950),Zygmunt Bukowski,https://collections.ed.ac.uk/art/record/22687?highlight=*:*
Portrait of Sister (1958),Frances M. Walker,https://collections.ed.ac.uk/art/record/22680?highlight=*:*
Seated Male Nude (1954),Kathleen M D Mole,https://collections.ed.ac.uk/art/record/21052?highlight=*:*
Unknown,Britton,https://collections.ed.ac.uk/art/record/50374?highlight=*:*
Untitled (Unknown),Paul Gladston,https://collections.ed.ac.uk/art/record/21729?highlight=*:*
Portrait of a Woman (1959),Barbara Strachan,https://collections.ed.ac.uk/art/record/20869?highlight=*:*
Seated Male Nude with Glasses (1958),Elizabeth Meldrum,https://collections.ed.ac.uk/art/record/21159?highlight=*:*
Harbour (Circa 1965),James B. Thomson,https://collections.ed.ac.uk/art/record/22619?highlight=*:*
Sleeping Male Nude (1970),Elspeth Coop,https://collections.ed.ac.uk/art/record/20970?highlight=*:*
Composition with Stripes and Full Moon (Circa 1973),Peter Bewsey,https://collections.ed.ac.uk/art/record/20759?highlight=*:*
Valerie (Circa 1987),Renny Tait,https://collections.ed.ac.uk/art/record/20752?highlight=*:*
Apollo Sauroktonos,Unknown,https://collections.ed.ac.uk/art/record/20588?highlight=*:*
No. 75,Olivia Grehang,https://collections.ed.ac.uk/art/record/53482?highlight=*:*
One mould and five wax portrait miniatures (Post 1860),Unknown,https://collections.ed.ac.uk/art/record/20614?highlight=*:*
Seated Female Nude (1959),Violet Thompson,https://collections.ed.ac.uk/art/record/21145?highlight=*:*
Stag,Emma Gillies,https://collections.ed.ac.uk/art/record/53753?highlight=*:*
Portrait of a Woman (1962),Ekwall,https://collections.ed.ac.uk/art/record/21285?highlight=*:*
